id	paper_id	author_id
1346	75739	121401
1347	75739	121402
1348	75968	10201
1349	75968	121878
1350	75968	16850
1351	76058	122072
1352	76058	122073
1353	76060	122078
1354	76060	122079
1355	76171	122287
1356	76324	9677
1357	76324	9737
1358	76383	9117
1359	76639	123241
1360	76657	123283
1361	76945	123885
1362	76945	123886
1363	76994	123995
1364	76994	123996
1365	76994	123997
1366	76994	123998
1367	77016	124058
1368	77016	124059
1369	77016	124060
1370	77091	124228
1371	77091	124229
1372	77420	22088
1373	77420	22090
1374	77420	22089
1375	77616	95109
1376	77616	125267
1377	77616	125268
1378	77645	125329
1379	77645	125330
1380	77748	125531
1381	77748	125532
1382	77748	125533
1383	77817	38361
1384	77817	38360
1385	77817	125658
1386	78058	126145
1387	78058	126146
1388	78058	126147
1389	78058	126148
1390	78119	126264
1391	78237	126506
1392	78237	126507
1393	78273	126571
1394	78273	54545
1395	78273	46719
1396	78410	126822
1397	78410	126823
1398	78410	126824
1399	78476	126947
1400	78476	126948
1401	78476	126949
1402	78476	126950
1403	78609	127249
1404	78609	127250
1405	78609	127251
1406	78789	127603
1407	78789	127604
1408	78789	127605
1409	78789	127606
1410	78851	87228
1411	78881	127803
1412	78881	21076
1413	79041	128133
1414	79041	128134
1415	79041	128135
1416	79071	128191
1417	79071	128192
1418	79198	128484
1419	79198	128485
1420	79198	128486
1421	79202	128492
1422	79202	128493
1423	79226	128548
1424	79226	34465
1425	79226	128549
1426	79260	128639
1427	79260	128640
1428	79260	128641
1429	79303	128732
1430	79303	128733
1431	79303	128734
1432	79303	80711
1433	79305	96250
1434	79305	116458
1435	79305	128738
1436	79384	128908
1437	79384	52212
1438	79414	110300
1439	79414	47255
1440	79629	129421
1441	79629	3455
1442	79629	129422
1443	79682	101552
1444	79682	129529
1445	79682	36103
1446	80353	130884
1447	80353	101366
1448	80353	8722
1449	80451	131057
1450	80451	131058
1451	80451	131059
1452	80451	131060
1453	80458	53991
1454	80458	131079
1455	80458	53993
1456	80462	131089
1457	80462	78926
1458	80462	56882
1459	80462	68444
1460	80590	131383
1461	80590	131384
1462	80590	131385
1463	80590	131386
1464	80597	131403
1465	80597	131404
1466	80597	131405
1467	80597	131406
1468	80597	131407
1469	80655	49699
1470	80655	131535
1471	80655	131536
1472	80655	60231
1473	80655	70751
1474	81055	95586
1475	81055	132434
1476	81055	132435
1477	81221	132773
1478	81221	132774
1479	81221	103395
1480	81350	133060
1481	81350	133061
1482	81350	133062
1483	81366	133099
1484	81366	51358
1485	81366	120729
1486	81366	89952
1487	81366	63044
1488	81495	133356
1489	81495	133357
1490	81541	133438
1491	81541	133439
1492	81602	133570
1493	81602	9128
1494	81602	133571
1495	81616	10664
1496	81616	133595
1497	81616	71180
1498	81621	133604
1499	81621	133605
1500	81634	133643
1501	81634	133644
1502	81657	133686
1503	81679	133733
1504	81679	133734
1505	81679	133735
1506	82409	135235
1507	82527	135479
1508	82527	135480
1509	82527	62167
1510	82527	135481
1511	82527	135482
1512	82527	30880
1513	82527	135483
1514	82527	52982
1515	82540	135509
1516	82540	135510
1517	82595	135657
1518	82595	135658
1519	82595	133019
1520	82595	135659
1521	82843	21366
1522	82927	136339
1523	82927	38757
1524	82944	136381
1525	82944	136382
1526	82988	8323
1527	82988	136466
1528	82988	21546
1529	82988	21548
1530	83054	136596
1531	83054	20545
1532	83115	136725
1533	83115	136726
1534	83115	136727
1535	83115	136728
1536	83115	136729
1537	83115	136730
1538	83115	136731
1539	83247	136991
1540	83247	136992
1541	83291	110065
1542	83721	137986
1543	83721	137987
1544	83721	117312
1545	83721	37554
1546	83794	114185
1547	83794	138140
1548	83794	138141
1549	83848	138258
1550	83848	138259
1551	83874	138306
1552	83874	138307
1553	83874	138308
1554	84089	138693
1555	84089	138694
1556	84089	138695
1557	84478	139452
1558	84633	139745
1559	84633	139746
1560	84633	139747
1561	84633	29116
1562	84633	2311
1563	84695	139868
1564	84695	139869
1565	84695	268
1566	84705	139882
1567	84705	139883
1568	84705	125319
1569	84705	139884
1570	84997	140524
1571	84997	140525
1572	84998	140526
1573	84998	140527
1574	84998	104635
1575	85116	140768
1576	85116	140769
1577	85250	42722
1578	85250	10985
1579	85250	21254
1580	85250	141047
1581	85250	10984
1582	85250	65685
1583	85302	72922
1584	85302	52750
1585	85422	141390
1586	85422	117927
1587	85422	141391
1588	85422	133967
1589	85422	141392
1590	85422	141393
1591	85422	7756
1592	85471	141487
1593	85471	141488
1594	85516	141573
1595	85516	108683
1596	85516	141574
1597	85516	108685
1598	85516	129285
1599	85555	131732
1600	85555	141644
1601	85656	141863
1602	85656	140813
1603	85923	142437
1604	85923	142438
1605	86009	102413
1606	86009	142639
1607	86009	142640
1608	86282	59545
1609	86282	143210
1610	86307	128594
1611	86307	97775
1612	86362	18150
1613	86516	143689
1614	86516	76177
1615	86516	491
1616	86537	143718
1617	86537	143719
1618	86537	143720
1619	86861	144354
1620	86861	144355
1621	86861	144356
1622	86861	17869
1623	86913	144464
1624	86913	144465
1625	86913	144466
1626	86913	95684
1627	87007	144649
1628	87007	144650
1629	87007	144651
1630	87023	87448
1631	87023	144682
1632	87023	36899
1633	87031	144691
1634	87031	21494
1635	87091	144805
1636	87091	23039
1637	87091	23037
1638	87091	144806
1639	87429	145511
1640	87429	145512
1641	87429	145513
1642	87529	145707
1643	87529	145708
1644	87529	145709
1645	87545	145732
1646	87545	145733
1647	87545	145734
1648	87737	146089
1649	87737	146090
1650	87819	146259
1651	87819	146260
1652	87965	48425
1653	87965	146572
1654	88213	147082
1655	88213	47100
1656	88213	11337
1657	88348	147337
1658	88348	147338
1659	88348	32611
1660	88440	82465
1661	88573	147799
1662	88573	147800
