id	paper_id	tag_id
411	27529	2727700
412	27720	890168
413	27794	424720
414	27794	414141
415	27794	1172192
416	27794	1766128
417	27794	2254667
418	27828	2886231
419	27828	62333
420	27828	3370620
421	27842	184910
422	27842	288497
423	27842	489792
424	28252	3142923
425	28252	1815459
426	28252	3147476
427	28252	1815460
428	28252	7792
429	28266	1735106
430	28266	3464443
431	28442	3325394
432	28442	3156575
433	28442	3567975
434	28442	1973253
435	28442	2849357
436	29049	1920398
437	29049	807861
438	29049	1645155
439	29049	2338410
440	29049	362106
441	29433	1901422
442	29433	3396356
443	29433	3027441
444	29433	2492627
445	29433	1805767
446	29457	897179
447	29457	3373366
448	29852	1579062
449	29926	1408059
450	29985	3612967
451	30413	3452997
452	30413	3065277
453	30877	3570106
454	30877	2102178
455	30877	3570111
456	30877	2404677
457	30877	1713698
458	31157	2460918
459	31157	535647
460	31157	535648
461	31157	2461364
462	31262	965830
463	31616	1729985
464	31616	1102173
465	31616	2040573
466	31616	1729639
467	31776	1657806
468	31776	1922917
469	31829	2636149
470	31829	2817284
471	31829	1574177
472	31903	293274
473	31903	1579650
474	31903	1898005
475	31903	1419386
476	31965	2353432
477	31965	3580278
478	31965	664231
479	31965	1515560
480	31965	641661
481	32027	1523186
482	32027	3536742
483	32258	3265018
484	32258	1297984
485	32258	1331612
486	32684	1411345
487	32684	3067931
488	32684	541774
489	32684	1924621
490	32684	2607245
491	32690	697171
492	32690	899495
493	32690	899271
494	33037	1920398
495	33037	2544648
496	33037	3480772
497	33245	1079123
498	33245	2426360
499	33422	1195498
500	33422	1296634
501	33422	1380230
502	33422	2528958
503	33422	1296637
504	33565	2783255
505	33565	1077252
506	33565	2783256
507	33565	154661
508	33583	1787600
509	33583	55170
510	33583	1327871
511	33583	2567455
512	33583	1810312
513	33703	2135749
514	33703	1678422
515	33703	2690223
516	33738	2195913
517	33760	3596830
518	34421	205291
519	34421	3296022
520	34421	1412093
521	34493	2804720
522	34733	1921948
523	34733	99185
524	34733	1426512
525	34733	144115
526	34733	325801
527	34822	3051327
528	34822	1289887
529	34822	1210311
530	35067	1388308
531	35067	2049968
532	35067	3043074
533	35089	1378363
534	35089	831001
535	35089	2762699
536	35110	1046830
537	35110	1297208
538	35110	2861771
539	35158	3141739
540	35418	1367719
541	35501	1099318
542	35501	576825
543	35501	2589302
544	35501	1922920
545	35501	1204789
546	35506	3511012
547	35506	1377998
548	35506	3511701
549	35506	1922920
550	35506	3511530
551	35509	1828785
552	35509	1815834
553	35509	1816108
554	35509	2822635
555	35509	1387302
556	35768	2825313
557	35768	2651538
558	35768	252669
559	35768	946437
560	35768	3622990
561	35809	251963
562	35809	3025200
563	35809	1046915
564	35809	262129
565	35809	2614858
566	35864	1045277
567	35864	1314676
568	35864	1314665
569	35866	657631
570	35866	199662
571	36530	707360
572	36530	863956
573	36530	831001
574	36904	1844603
575	36904	667402
576	36956	929537
577	36956	590090
578	36956	2092117
579	37011	97561
580	37011	150549
581	37016	2599321
582	37016	3233097
583	37016	217947
584	37016	2308407
585	37016	1908793
586	37099	740113
587	37099	3613694
588	37099	2185400
589	37276	677204
590	37276	539489
591	37276	2175911
592	37276	2101369
593	37276	923657
594	37364	1986303
595	37405	636392
596	37762	2515223
597	37762	815834
598	37762	2213123
599	37762	3673526
600	37762	2515235
601	37763	748553
602	37763	1273170
603	37763	2453420
604	37763	268001
605	37866	2859118
606	37866	2277940
607	37874	170929
608	37874	1787598
609	37874	3214166
610	37874	1041910
611	37874	2728682
612	37959	3586875
613	37959	2335580
614	37959	1787163
615	37959	3632
616	37959	388472
617	38216	552230
618	38408	904475
619	38408	474443
620	38408	1618557
621	38408	925650
622	38408	474441
623	38573	2732061
624	38633	977505
625	38635	1182515
626	38635	2320489
627	38663	1596975
628	38663	519637
629	38663	632737
630	38663	901836
631	38663	61140
632	38700	195172
633	38700	3064435
634	38700	3528533
635	38817	3432397
636	38817	718661
637	38817	1387018
638	38817	1387021
639	38817	3436829
640	39011	2205066
641	39011	1156958
642	39011	2394768
643	39011	3278143
644	39061	1691636
645	39075	698176
646	39094	520528
647	39094	521020
648	39369	1175158
649	39369	1477884
650	39369	1140170
651	39668	886203
652	39668	2437953
653	39668	193043
654	39668	2438088
655	39668	942143
656	39766	748817
657	39766	438368
658	39766	2702653
659	39766	828526
660	39987	2496807
661	39987	3034783
662	39987	3500852
663	39987	780414
664	39987	92553
665	40159	1993474
666	40159	478920
667	40234	3679662
668	40502	847626
669	40502	2231296
670	40617	2211953
671	40617	1046149
672	40650	2687141
673	40650	3242925
674	40650	864930
675	40650	3485445
676	40650	2895575
677	40895	1044958
678	40902	2743001
679	40914	1044979
680	41158	1335549
681	41158	143534
682	41158	143291
683	41158	1289314
684	41158	1678178
685	41328	1354337
686	41328	2670729
687	41328	54931
688	41345	1672075
689	41345	1669055
690	41345	832788
691	41410	229122
692	41410	1909049
693	41410	1909048
694	41414	899033
695	41414	925994
696	41414	2504912
697	41414	285671
698	41790	601816
699	41790	19689
700	41790	17503
701	41790	932607
702	41790	649823
703	41825	3144407
704	41865	2778726
705	41865	1064031
706	41924	1776911
707	41924	3455550
708	41924	3738488
709	41924	1349745
710	42047	3318217
711	42047	830332
712	42047	829966
713	42096	2744732
714	42096	852900
715	42096	1491273
716	42169	2926966
717	42318	2887527
718	42375	3097629
719	42375	1859036
720	42375	2546833
721	42375	2708143
722	42375	707804
723	42487	431417
724	42524	2905455
725	42524	162931
726	42524	1747496
727	42524	2735015
728	42524	1854340
729	42593	2813662
730	42593	2813519
731	42593	2599249
732	42593	2822047
733	42593	2821945
734	42725	3240452
735	42725	3409715
736	42725	719810
737	42839	1951494
738	42839	2766406
739	42974	1843946
740	42974	324425
741	42974	2906870
742	42974	2803421
743	42974	2185444
744	43046	2288260
745	43046	1901011
746	43275	644739
747	43275	3033572
748	43325	2309619
749	43400	3638316
750	43400	826746
751	43400	2817355
752	43447	2374198
753	43728	195143
754	43962	3336812
755	43991	409927
756	44126	2866883
757	44126	3302318
758	44298	3517217
759	44298	1889048
760	44298	3234247
761	44298	1788510
762	44298	3592202
763	44461	738381
764	44461	3652574
765	44461	3168672
766	44461	1890466
767	44674	1340259
768	45014	636180
769	45014	2245340
770	45014	3209494
771	45014	3209495
772	45078	3570338
773	45078	1442007
774	45078	590995
775	45422	2109249
776	45422	3172757
777	45422	3005809
778	45422	806266
779	45422	3687461
780	45561	434138
781	45561	1686491
782	45561	1537912
783	45561	2564047
784	45561	3162595
785	45709	2438430
786	45709	3233781
787	45709	3233706
788	45709	3533294
789	45809	2928152
790	45943	688990
791	46002	2788178
792	46221	1863792
793	46221	3719619
794	46221	3138571
795	46221	453337
796	46313	2374821
797	46313	908426
798	46313	3162481
799	46313	1972355
800	46313	1510348
801	46315	1810582
802	46315	1376404
803	46315	3683141
804	46316	2952428
805	46316	3285292
806	46316	1810689
807	46316	3285286
808	46356	2218290
809	46356	3115873
810	46356	1858983
811	46443	3182321
812	46494	2103864
813	46494	3089849
814	46502	3252787
815	46502	2168403
816	46704	66974
817	46704	3679853
818	46704	2983949
819	46704	1728106
820	46704	3679662
821	46957	3210825
822	46957	3157059
823	46957	3253152
824	47009	3101374
825	47009	3278123
826	47200	973571
827	47200	2391486
828	47200	1267171
829	47200	3227840
830	47200	3369456
831	47288	3456211
832	47288	3139132
833	47288	3313008
834	47288	1907769
835	47288	1537810
836	47297	3334394
837	47297	3335183
838	47297	3133342
839	47341	1303478
840	47341	158335
841	47341	3135524
842	47341	1297467
843	47341	3475257
844	47386	2157856
845	47386	454980
846	47530	3660998
847	47530	88844
848	47530	3437041
849	47641	60224
850	47641	3366227
851	47641	3364972
852	47659	296906
853	47659	633840
854	47704	3569926
855	47715	583986
856	47731	3646099
857	47731	283121
858	47731	3151607
859	48377	16803
860	48377	1044781
861	48377	1292600
862	48377	2337948
863	48377	2351647
864	48433	2813056
865	48433	273543
866	48507	1678635
867	48507	2705293
868	48507	1289340
869	48507	511738
870	48507	2577229
871	48704	2654426
872	48709	1229152
873	48709	2039280
874	48709	589709
875	48709	177419
876	48733	489792
877	48851	2381532
878	49145	229827
879	49145	2100146
880	49429	885284
881	49429	885285
882	49608	859639
883	49608	2223264
884	49608	1215875
885	49608	1922920
886	49802	614731
887	49802	2427864
888	49805	2318818
889	49805	901636
890	50225	112476
891	50225	2677136
892	50225	2520227
893	50225	3476959
894	50225	1309328
895	50493	3511012
896	50651	3295146
897	50737	655665
898	50799	3620892
899	50799	2432351
900	50877	2529636
901	50877	2528971
902	50877	2528902
903	50877	1926201
904	50979	2625988
905	50979	2625252
906	50979	1464303
907	50979	2813129
908	50979	2467792
909	50989	3697922
910	50989	2491711
911	50989	19799
912	51156	3646584
913	51213	1954965
914	51641	1381866
915	51641	2244738
916	51641	1951435
917	51641	2965127
918	51641	2519699
919	51751	1581337
920	51751	1577749
921	51751	2273592
922	51804	1127071
923	51804	2251515
924	51928	280470
925	52100	3634708
926	52100	1732380
927	52100	2278474
928	52138	1720598
929	52242	2284381
930	52242	3057147
931	52242	954548
932	52242	2249351
933	52359	2277796
934	52804	632325
935	52804	1359017
936	52804	1770613
937	52937	91693
938	53306	589257
939	53306	3190378
940	53306	673679
941	53306	620485
942	53306	3359963
943	53528	2346251
944	53528	2346250
945	53535	2507884
946	53535	2750090
947	53535	3138816
948	53535	2323876
949	53535	1832097
950	53600	2678832
951	53600	2359431
952	53600	3327615
953	53600	474335
954	53600	2983357
955	53880	2917079
956	53880	1228735
957	53880	2917015
958	53880	1409432
959	53880	376747
960	54634	1790182
961	54634	3137737
962	54680	3436124
963	54680	2686816
964	54707	1927091
965	54707	2377474
966	54707	2455802
967	54707	1446002
968	54746	3442777
969	54746	1882783
970	54746	2392060
971	54746	3442856
972	54746	2772204
973	54881	2632244
974	54881	3646769
975	54881	1856078
976	54881	1930094
977	54974	1856755
978	54974	2401165
979	54974	2634000
980	54974	1945092
981	55020	1479974
982	55020	1480023
983	55020	2030855
984	55020	1480022
985	55020	1194933
986	55073	3273391
987	55073	1823339
988	55116	1526729
989	55116	1526731
990	55125	562181
991	55125	1968344
992	55125	1057783
993	55125	1493895
994	55125	327048
995	55172	1851899
996	55172	2617734
997	55172	3137871
998	55193	1947081
999	55193	2943963
1000	55193	1947110
1001	55193	217424
1002	55513	2910339
1003	55513	2091687
1004	55594	2325803
1005	55594	239490
1006	55594	239505
1007	55594	2430778
1008	55594	2111704
1009	55972	3551743
1010	55972	566887
1011	55981	2196231
1012	55981	882610
1013	56189	2072376
1014	56189	2295511
1015	56189	1711623
1016	56196	830332
1017	56253	1396107
1018	56253	2004224
1019	56253	1864375
1020	56253	3387363
1021	56253	577184
1022	56552	3014493
1023	56602	2634992
1024	56618	2296417
1025	56732	2617176
1026	56732	1266405
1027	56732	2145317
1028	56732	2075385
1029	56732	2074040
1030	56740	2229659
1031	56740	3226728
1032	56740	946120
1033	56740	1902004
1034	56740	877010
1035	56985	2686386
1036	57252	3456211
1037	57252	725049
1038	57252	666797
1039	57252	2119246
1040	57646	1678937
1041	57646	1429597
1042	57646	2044191
1043	57813	3464705
1044	58000	718653
1045	58000	2833631
1046	58000	3703359
1047	58000	3724361
1048	58000	1921029
1049	58441	2198519
1050	58441	782164
1051	58531	3726933
1052	58576	786907
1053	58576	91733
1054	58576	1111354
1055	58877	3542895
1056	58885	3216738
1057	58885	3304930
1058	58885	1831743
1059	58885	170324
1060	58885	2959578
1061	58894	3335132
1062	58894	3694508
1063	58894	2082189
1064	58894	1608034
1065	58949	3718108
1066	58949	1721494
1067	58949	3694972
1068	59104	1136949
1069	59294	1302186
1070	59294	3704480
1071	59294	3358516
1072	59294	68395
1073	59294	3399441
1074	59406	3648757
1075	59406	2800981
1076	59727	3640018
1077	59727	2231375
1078	59809	2587181
1079	60149	217105
1080	60149	1604990
1081	60149	3676107
1082	60165	3207778
1083	60205	2437989
1084	60205	3694724
1085	60205	3452974
1086	60205	531060
1087	60205	1297328
1088	60265	3679016
1089	60265	3678671
1090	60265	2244549
1091	60265	1205195
1092	60296	2746930
1093	60296	2431085
1094	60296	2411663
1095	60296	1491645
1096	60337	1475421
1097	60337	2851369
1098	60499	1903288
1099	60563	3549768
1100	60563	1399906
1101	60563	1411291
1102	60563	1461912
1103	60601	3559980
1104	60829	1153436
1105	60829	3534757
1106	60863	1920337
1107	60980	3534462
1108	60980	3534460
1109	60980	629681
1110	61110	2800383
1111	61743	3466489
1112	61743	1228873
1113	61898	3457176
1114	61898	3474719
1115	61898	3474483
1116	61898	1956982
1117	62076	2216204
1118	62106	3387519
1119	62185	2555332
1120	62354	2699973
1121	62384	2751342
1122	62384	2860612
1123	62384	1043352
1124	62384	9975
1125	62384	3319794
1126	62632	3138076
1127	63506	665053
1128	63530	3680365
1129	63530	2697620
1130	63602	2158149
1131	63602	2598817
1132	63602	726260
1133	63602	67325
1134	63602	2192496
1135	63624	282964
1136	63843	1317849
1137	63875	2804667
1138	63875	1216053
1139	63875	2804821
1140	63875	3386375
1141	63875	3620888
1142	63877	2894115
1143	63877	2429141
1144	63925	1402203
1145	63925	534593
1146	63925	1162627
1147	63925	2580544
1148	63925	2258162
1149	64019	2881961
1150	64019	1633250
1151	64019	79594
1152	64305	1414924
1153	64393	914466
1154	64393	2023119
1155	64393	2135819
1156	64486	400992
1157	64486	1565081
1158	64491	2163940
1159	64491	1631778
1160	64491	1122461
1161	64491	3408688
1162	64491	3065490
1163	64624	2543630
1164	64624	3548675
1165	64624	36071
1166	64624	940680
1167	64624	2363008
1168	64631	2680205
1169	64631	830332
1170	64631	2638458
1171	64631	3223134
1172	64631	621197
1173	64780	1878250
1174	64780	2637489
1175	64780	1869891
1176	64780	1137125
1177	64857	2373047
1178	64857	332671
1179	64857	2172013
1180	64857	2046038
1181	64857	627421
1182	64921	1965707
1183	64921	2662204
1184	64921	1426538
1185	64921	2856897
1186	64921	3366424
1187	64983	1998957
1188	64983	2768888
1189	64983	2769110
1190	64983	580339
1191	64983	2922631
1192	65109	2092117
1193	65109	2423059
1194	65165	572972
1195	65165	1700572
1196	65165	1669548
1197	65165	352525
1198	65165	1967589
1199	65246	1998094
1200	65246	618021
1201	65246	2933394
1202	65246	3654890
1203	65246	618022
1204	65282	331925
1205	65282	1988940
1206	65282	1317193
1207	65282	2366531
1208	65282	1432046
1209	65292	1445995
1210	65292	1605715
1211	65292	2372021
1212	65292	695673
1213	65292	1191708
1214	65313	1043080
1215	65313	414999
1216	65313	2240155
1217	65313	2189784
1218	65313	1387262
1219	65384	2175893
1220	65384	896923
1221	65384	492706
1222	65640	1935630
1223	65640	2886785
1224	65640	763295
1225	65753	477659
1226	65827	3362806
1227	65827	983987
1228	65827	1065227
1229	65827	655665
1230	65945	3570716
1231	65945	2741791
1232	65945	795175
1233	65945	795201
1234	65945	1286815
1235	65953	2049183
1236	65953	3162278
1237	65953	3192889
1238	65953	1859117
1239	65953	3291338
1240	65985	906660
1241	65985	3546394
1242	65985	1952263
1243	65985	2325450
1244	65985	3218593
1245	66026	3351526
1246	66026	1855005
1247	66026	1065328
1248	66026	3359288
1249	66026	3359962
1250	66226	3733316
1251	66226	3607288
1252	66444	802083
1253	66444	1246101
1254	66444	3723867
1255	66451	2646447
1256	66451	1470467
1257	66480	1464921
1258	66507	2423633
1259	66507	3034740
1260	66507	87880
1261	66518	3494932
1262	66518	3653608
1263	66518	3653604
1264	66518	279925
1265	66639	860245
1266	66644	427452
1267	66645	3283099
1268	66714	2674033
1269	66714	102124
1270	66714	2694774
1271	66714	1739824
1272	66714	2591261
1273	66762	2092738
1274	66762	703531
1275	66762	2480011
1276	66762	704367
1277	66762	276191
1278	66905	2201646
1279	66905	707088
1280	66905	106299
1281	66905	3271341
1282	67083	1257393
1283	67083	2242918
1284	67083	1467371
1285	67488	778676
1286	67488	1355088
1287	67583	2908659
1288	67583	2772204
1289	67583	3173177
1290	67713	114373
1291	67713	980534
1292	67713	3679690
1293	67713	715841
1294	67772	1665115
1295	67772	2892574
1296	67772	2892575
1297	67829	3306828
1298	67829	3090560
1299	67829	570227
1300	67831	3147711
1301	67831	142914
1302	67831	1891079
1303	67831	1374815
1304	67831	940877
1305	67954	829301
1306	67954	3365070
1307	67954	1439818
1308	67954	965291
1309	67954	3165900
1310	67989	2559622
1311	67989	799943
1312	67989	2476997
1313	67989	2557439
1314	67989	655951
1315	68057	3341473
1316	68057	685829
1317	68108	1895471
1318	68108	1782523
1319	68187	826973
1320	68187	1604154
1321	68187	1015388
1322	68187	3601970
1323	68187	1019110
1324	68266	1936337
1325	68266	2577206
1326	68543	2094596
1327	68642	1859117
1328	68642	3613188
1329	68642	3192889
1330	68642	812164
1331	68642	3291338
1332	68721	1372656
1333	68721	1372640
1334	68721	1494737
1335	68721	172813
1336	68721	1930997
1337	68788	2670988
1338	68788	2984983
1339	68788	849825
1340	68788	2272145
1341	68788	2374196
1342	68913	414266
1343	68913	3117867
1344	68913	750347
1345	68913	1021975
1346	68913	2243471
1347	69056	1681694
1348	69056	1046040
1349	69230	3246825
1350	69230	2364139
1351	69230	2363958
1352	69230	3675835
1353	69276	1388137
1354	69276	544096
1355	69284	2684985
1356	69284	2689203
1357	69284	3387735
1358	69284	2684990
1359	69286	1747212
1360	69286	1973141
1361	69286	1626249
1362	69286	1747217
1363	69286	2031209
1364	69383	455833
1365	69401	1882020
1366	69401	2856088
1367	69401	2407456
1368	69401	823815
1369	69401	3040284
1370	69539	242129
1371	69539	2641342
1372	69539	3640704
1373	69539	3073826
1374	69672	762976
1375	69672	2863056
1376	69672	1124998
1377	69672	3350712
1378	69700	14347
1379	69700	2305192
1380	69700	3583955
1381	69812	2968679
1382	69931	2743261
1383	69931	688088
1384	69931	3042681
1385	69931	1831809
1386	70114	94630
1387	70114	3002080
1388	70114	1180822
1389	70114	1076804
1390	70114	1549438
1391	70143	829667
1392	70143	2640620
1393	70143	640992
1394	70143	2645323
1395	70224	2435421
1396	70304	1843828
1397	70304	2151527
1398	70304	2791027
1399	70304	2480447
1400	70447	1426512
1401	70447	3335970
1402	70447	1481623
1403	70447	3143391
1404	70528	478152
1405	70528	2204592
1406	70528	2416839
1407	70528	1301625
1408	70528	3644508
1409	70666	2546708
1410	70666	1564725
1411	70666	1236649
1412	70666	739983
1413	70666	2819085
1414	70847	1174571
1415	70847	317504
1416	70900	828996
1417	70900	3239232
1418	70900	2040908
1419	70900	3017994
1420	70900	1670127
1421	70924	2849631
1422	70924	829759
1423	70924	832786
1424	70996	3663440
1425	70996	991847
1426	71002	3568924
1427	71002	1648730
1428	71002	291596
1429	71010	1261335
1430	71010	2405171
1431	71010	994872
1432	71010	3327695
1433	71010	990111
1434	71047	1983312
1435	71047	2933587
1436	71047	1728031
1437	71047	1819634
1438	71053	2966551
1439	71053	2834676
1440	71053	3034171
1441	71053	3033830
1442	71053	3015109
1443	71103	2824038
1444	71103	1341314
1445	71103	2191678
1446	71103	3343879
1447	71103	2814369
1448	71252	641028
1449	71323	2098145
1450	71323	2595045
1451	71323	246854
1452	71323	1706238
1453	71323	2240155
1454	71409	375602
1455	71409	970670
1456	71409	1297226
1457	71409	1870763
1458	71409	3106578
1459	71436	2374198
1460	71436	1189314
1461	71453	1827472
1462	71546	1058848
1463	71546	582010
1464	71546	3337095
1465	71546	2497535
1466	71546	1742422
1467	71655	3648966
1468	71655	2025835
1469	71664	2956465
1470	71664	327319
1471	71664	651813
1472	71664	2317879
1473	71664	281836
1474	71683	1219441
1475	71683	2502404
1476	71683	3412808
1477	71683	3552398
1478	71683	3209839
1479	71749	3720983
1480	71749	991897
1481	71749	3139132
1482	71749	3456211
1483	71749	2732407
1484	71780	3328559
1485	71780	1860412
1486	71780	143205
1487	71780	3137969
1488	71974	1674076
1489	71974	1267171
1490	71974	1244591
1491	71974	1838971
1492	71974	1222980
1493	71977	2766703
1494	71977	2580046
1495	71979	3100808
1496	71979	3499787
1497	71979	3310940
1498	71979	492925
1499	71979	1889160
1500	72008	3394779
1501	72008	1425810
1502	72008	2244554
1503	72008	960864
1504	72008	1726015
1505	72051	651591
1506	72051	2305749
1507	72051	1531837
1508	72051	443022
1509	72051	2484657
1510	72088	2990048
1511	72088	2617964
1512	72088	1952346
1513	72088	1544978
1514	72088	3625582
1515	72173	1042454
1516	72173	1042208
1517	72178	3563261
1518	72178	1636127
1519	72178	2423657
1520	72178	975380
1521	72178	208007
1522	72221	3698632
1523	72389	622233
1524	72389	1348678
1525	72389	1461381
1526	72389	2559597
1527	72389	573809
1528	72456	3562296
1529	72517	3165153
1530	72517	2068612
1531	72517	2365021
1532	72517	1250603
1533	72517	140518
1534	72547	3045218
